"","state","2020-01-22","2020-01-23","2020-01-24","2020-01-25","2020-01-26","2020-01-27","2020-01-28","2020-01-29","2020-01-30","2020-01-31","2020-02-01","2020-02-02","2020-02-03","2020-02-04","2020-02-05","2020-02-06","2020-02-07","2020-02-08","2020-02-09","2020-02-10","2020-02-11","2020-02-12","2020-02-13","2020-02-14","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28"
"32","NJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.5,10,0.8,0,6,4.5,0.592592592592593,1.625,3,1.16666666666667,1.64835164835165,2.16666666666667,0.455384615384615,2.9527027027027,1.34324942791762,1.59625212947189,0.87940234791889,0.882281553398058,2.65337001375516,1.2928978745464,0.806335204490778,1.2680258577822,1.27450980392157,0.633846153846154,1.72766990291262,0.937060972183198,1.29085457271364,1.18513356562137,0.491571932575461,1.42982456140351,0.927216954824317,0.908571428571429,1.30950016550811,0.807633973710819,1.1151799687011,1.03817008139209,0.758313057583131,1.33368983957219,0.704089815557338,1.62756264236902,0.811523209703756,0.840471399827537,1.22469220246238,0.955319743088523,1.06723180356621,0.832100794302931,1.50691244239631,0.607907383136741,1.18648939992814,1.02695336159903,0.593630197581834,1.37506209637357
"33","NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.666666666666667,2.5,0.6,0,8,0.25,2.5,1.4,1.14285714285714,1.75,0.571428571428571,2.125,0.764705882352941,1.30769230769231,1.41176470588235,2.41666666666667,0.241379310344828,1.85714285714286,1.80769230769231,0.723404255319149,1.38235294117647,0.872340425531915,2.21951219512195,0.56043956043956,1.58823529411765,0.765432098765432,1.74193548387097,0.638888888888889,1.79710144927536,0.814516129032258,0.831683168316832,0.845238095238095,1.40845070422535,0,0,252,0.452380952380952,0.763157894736842,0.540229885057471,2.68085106382979,0,239,0.694560669456067,0.873493975903614,0.958620689655172,0.460431654676259,1.546875,1.52525252525253
"34","NV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,4,2.25,0.111111111111111,5,3.8,0.526315789473684,0,36,1.72222222222222,0.0806451612903226,7.2,1.52777777777778,0.581818181818182,3.96875,1.00787401574803,-0.125,-7.3125,2.47008547008547,0.28719723183391,1.25301204819277,1.59615384615385,1.07831325301205,0.519553072625698,2.16129032258065,0.417910447761194,1.39285714285714,1.23931623931624,1.51724137931034,0.627272727272727,1.21739130434783,0,0,0,0,0,700,0.195714285714286,1.22627737226277,0.583333333333333,0.897959183673469,1.47727272727273,1.13076923076923,0.904761904761905,1.11278195488722,1.17567567567568,0.545977011494253,0.884210526315789,0.904761904761905
"35","NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1.33333333333333,0.166666666666667,26,0.576923076923077,1.26666666666667,0.736842105263158,1.21428571428571,3.47058823529412,0.813559322033898,1.10416666666667,1.90566037735849,1.09405940594059,2.68778280542986,2.53872053872054,1.71419098143236,0.85531914893617,1.97195838986884,0.831192660550459,1.40149006622517,0.918881669620004,1.5834583244054,0.812990527740189,0.971537949400799,1.45451430529382,0.699293286219081,1.33973387232609,0.911868242393764,1.05969943471667,1.07429091855321,1.60615235557709,0.772130900316694,0.8091796875,1.04417089065894,0.94290337494221,1.28560921794557,0.997425629290618,1.01089761973043,0.947612293144208,0.814389781458936,0.776497978188947,1.1325548366735,1.61223352375644,0.73502722323049,0.865138154027043,0.963577058983419,0.853878702397743,0.780640898579452,0.940964875158697,1.2700697099168,1.04851274787535,1.37284701114488,1.2980319803198,0.559272244859282,0.669434090138936,0.787142495570742
"36","OH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,8,1.5,1,1.08333333333333,1.30769230769231,1.11764705882353,1.73684210526316,1.51515151515152,1.56,1.33333333333333,0.769230769230769,1.65,1.06060606060606,1.17142857142857,1.64634146341463,0.992592592592593,0.917910447761194,1.14634146341463,0.936170212765957,1.3219696969697,1.02005730659026,1.15168539325843,1.0390243902439,0.711267605633803,1.32343234323432,0.84788029925187,1.07647058823529,0.994535519125683,1.00549450549451,1.01639344262295,0.951612903225806,1.03389830508475,0.846994535519126,1.64516129032258,1.2156862745098,1.1241935483871,1.58823529411765,1.22493224932249,0.990412979351032,0.602382725241996,0.484548825710754,1.46428571428571,0.81184668989547,0.877682403433476,0.929095354523227,1.00263157894737,1.16797900262467
"37","OK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4,0.5,3.5,1.71428571428571,1.16666666666667,0.428571428571429,0.666666666666667,3.5,1,1.78571428571429,2.32,1.36206896551724,0,134,0.388059701492537,0.980769230769231,1.68627450980392,1.7906976744186,1.01948051948052,0.700636942675159,1.54545454545455,0.552941176470588,0.787234042553192,1.94594594594595,0.368055555555556,3,0.685534591194969,0.715596330275229,1.30769230769231,0.911764705882353,1.27956989247312,0.663865546218487,1.18987341772152,0,0,0,0,450,0.195555555555556,1.38636363636364,0,177,0.338983050847458,0.466666666666667,4.64285714285714
"38","OR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,2.66666666666667,0,1,4,1.25,1.2,1,0.5,2.66666666666667,2.25,0.5,1.55555555555556,1.85714285714286,0.884615384615385,1.04347826086957,1.20833333333333,0.655172413793103,2.94736842105263,0.892857142857143,1.98,0.656565656565657,1.06153846153846,0.826086956521739,1.47368421052632,0.547619047619048,1.95652173913043,0.811111111111111,1.38356164383562,0.673267326732673,0.955882352941177,0.753846153846154,1.18367346938776,1.41379310344828,0.609756097560976,1.52,1.05263157894737,0.7,0.892857142857143,0.6,2.43333333333333,0.657534246575342,1.20833333333333,1.1551724137931,0.671641791044776,1.06666666666667,1.1875,1.17543859649123,0.761194029850746,1.49019607843137,0.763157894736842,0.724137931034483,0.761904761904762
"39","PA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1.5,0.333333333333333,2.5,0.6,6.33333333333333,0.315789473684211,4.83333333333333,-0.0344827586206897,-20,1.85,1.40540540540541,1.61538461538462,1.22619047619048,1.03883495145631,1.55140186915888,1.24698795180723,1.66183574879227,1.43023255813953,1.07926829268293,1.00188323917137,1.20864661654135,1.07153965785381,1.09869375907112,1.27608982826948,1.2536231884058,1.15937241948803,1.13675213675214,0.927318295739348,0.997972972972973,1.07379823967502,1.05926860025221,1.18392857142857,0.879839115133233,0.958285714285714,0.702444841979726,1.15704584040747,0.842993396918562,0.996518711923412,1.08646288209607,1.37057877813505,0.95425219941349,0.7480024585126,0.778964667214462,1.36181434599156,0.896204492641363,1.18755401901469,1.16375545851528,0.871794871794872,0.802008608321377,0.790697674418605,1.37556561085973
"40","RI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,9,0.666666666666667,0,1,2,5,1.1,0,22,0.772727272727273,1.35294117647059,0,26,1.26923076923077,1.15151515151515,0.947368421052632,0.777777777777778,4.96428571428571,0.568345323741007,0.987341772151899,1.12820512820513,0.613636363636364,1.87037037037037,1.14851485148515,1.37931034482759,0.91875,1.42857142857143,1.3,1.10989010989011,1.0990099009901,0.951951951951952,0.981072555205047,0.884244372990354,1.01090909090909,1.11151079136691,1.09708737864078,0.926253687315634,0.687898089171974,1.77314814814815,0.70757180156658,1.77121771217712,0.735416666666667,0.898016997167139,1.14826498422713,1.09615384615385,0.543859649122807,0.516129032258065
"41","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0.666666666666667,1,0.5,2,0.5,0,6,1.5,0.555555555555556,2.8,0.928571428571429,1.53846153846154,2.2,1.06818181818182,0.468085106382979,4.72727272727273,0.413461538461538,1.95348837209302,0.345238095238095,2.96551724137931,1.40697674418605,0.942148760330578,1.32456140350877,1.04635761589404,1.32911392405063,1.23809523809524,0.561538461538462,1.46575342465753,0.630841121495327,1.34814814814815,1.02747252747253,0.72192513368984,1.77777777777778,1.13333333333333,0,254,0.47244094488189,0.958333333333333,0.895652173913044,2.53398058252427,0.624521072796935,0.98159509202454,0.80625,0.503875968992248,2.63076923076923,0.894736842105263,1.03267973856209,0.962025316455696,1.15131578947368,0,368,0.33695652173913
"42","SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.5,0.5,1,0,0,1,1,0,3,0,0,7,0.857142857142857,0.5,3.66666666666667,0.454545454545455,2.4,0.833333333333333,2.2,0.454545454545455,0,29,1.24137931034483,0.611111111111111,1.13636363636364,1.12,1.60714285714286,0.777777777777778,2.08571428571429,0.73972602739726,1.61111111111111,1.05747126436782,1.1304347826087,1.32692307692308,0.869565217391304,1.5,0.794444444444444,0.699300699300699,1.3,0.723076923076923,0,120,0.858333333333333,0.951456310679612,0.846938775510204,1.30120481927711,0.601851851851852,0.507692307692308,2.06060606060606
"43","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0.25,9,0.111111111111111,14,0.5,5.28571428571429,-0.0810810810810811,-8.33333333333333,2.24,1.30357142857143,1.93150684931507,0.929078014184397,0.885496183206107,0.448275862068966,2.17307692307692,1.55752212389381,1.39204545454545,0.689795918367347,1.23668639053254,1.21531100478469,1.59448818897638,1.09382716049383,0.367945823927765,1.36196319018405,1.13963963963964,1.23320158102767,0.541666666666667,1.98816568047337,0.669642857142857,1.20444444444444,0.837638376383764,1.11013215859031,0.757936507936508,1.58115183246073,0.701986754966887,1.2122641509434,0.727626459143969,1.71657754010695,0.53582554517134,1.80813953488372,0.540192926045016,0.93452380952381,2.84076433121019,0.957399103139013,1.07728337236534,1.01086956521739,1.02365591397849,0.529411764705882,0.543650793650794
"44","TX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.333333333333333,4,0.75,1.66666666666667,1,0,2,7.5,0.866666666666667,0.615384615384615,0.125,16,1.9375,3.96774193548387,0.601626016260163,0.459459459459459,0.794117647058823,12.4814814814815,0.56973293768546,1.65104166666667,1.15141955835962,0.928767123287671,0.914454277286136,1.41290322580645,0.963470319634703,1.22985781990521,1.27938342967245,1.03313253012048,1.0932944606414,0.878666666666667,0.977238239757208,0.894409937888199,1.85763888888889,0.994392523364486,0.795112781954887,1.73758865248227,0.629251700680272,0.84,0.613899613899614,0.863731656184486,3.13592233009709,0.712074303405573,1.00217391304348,0.542299349240781,1.684,0.422802850356295,2.07022471910112,1.17910447761194,1.01380897583429,0.976163450624291,1.12441860465116,0.888314374353671,0.775320139697322,1.31531531531532
"45","UT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0.333333333333333,13,0.153846153846154,4.5,2.33333333333333,0.666666666666667,0.928571428571429,2.61538461538462,0.705882352941177,1.83333333333333,1.75,0.532467532467532,1.14634146341463,1.38297872340426,1.10769230769231,1.68055555555556,0.900826446280992,0.844036697247706,0.902173913043478,1.51807228915663,0.5,2.66666666666667,1.05952380952381,1.02808988764045,0.382513661202186,0.914285714285714,1.703125,1.20183486238532,0.946564885496183,0.830645161290323,0.951456310679612,0.591836734693878,0.931034482758621,2.48148148148148,1.04477611940298,0.871428571428571,1.0327868852459,1.03174603174603,1.16153846153846,0.549668874172185,1.83132530120482,1.09210526315789,0.94578313253012,1.11464968152866,0.971428571428571,0.688235294117647,0.888888888888889
"46","VA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,0,0,0,28,0,3,1.66666666666667,4.4,0.454545454545455,1.7,1.17647058823529,1.9,1.76315789473684,0.522388059701492,1.02857142857143,2.80555555555556,0.683168316831683,2.08695652173913,0.9375,1.11851851851852,0.860927152317881,1.76923076923077,1.01739130434783,0.948717948717949,1.37837837837838,1.29084967320261,0.582278481012658,1.04782608695652,1.88796680497925,0.685714285714286,1.2724358974359,1.17632241813602,1.21413276231263,0.347442680776014,2.4010152284264,0.896405919661734,0.775943396226415,1.18237082066869,1.54755784061697,0.933554817275748,0.861209964412811,0.935950413223141,1.41280353200883,0.99375,1.15251572327044,1.87721691678035,0.433139534883721,0,575,1.39304347826087
"47","VT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4,1,1.5,0.5,4,1.33333333333333,0.25,5.75,0.826086956521739,1.47368421052632,1.25,0.742857142857143,1.03846153846154,0.851851851851852,0.956521739130435,1.63636363636364,0.777777777777778,0.642857142857143,2.83333333333333,1.41176470588235,0.708333333333333,0.607843137254902,1.03225806451613,0.9375,0.766666666666667,2.21739130434783,0.627450980392157,0.5,1.3125,0.19047619047619,1.75,1.28571428571429,1.22222222222222,2.09090909090909,0.391304347826087,0.222222222222222,1.5,1.33333333333333,1,0.5,8,0.5,0.625,1.4
"48","WA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.666666666666667,1.75,1.28571428571429,1.33333333333333,2.58333333333333,0.258064516129032,3,0.833333333333333,2,2.575,0.970873786407767,0.92,1.20652173913043,0.666666666666667,1.71621621621622,1.07874015748032,0.72992700729927,1.81,1.04419889502762,0.783068783068783,1.7972972972973,0.774436090225564,1.09223300970874,1.04,0.538461538461538,4.96031746031746,0.8848,0.958408679927667,1.14528301886792,0.85337726523888,0.478764478764479,2.42741935483871,0.920265780730897,0.543321299638989,1.78073089700997,0.675373134328358,1.01104972375691,0.814207650273224,1.39261744966443,1.2289156626506,0.545098039215686,1.21942446043165,0.554572271386431,0.670212765957447,1.23809523809524,0.544871794871795,4.35294117647059,0.8,1.2027027027027,-0.0308988764044944,-26.8181818181818,0.664406779661017,1.09183673469388,1.20560747663551,0.872093023255814,1.50666666666667,0.601769911504425,0.813725490196078,0.939759036144578
"49","WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4.33333333333333,0.615384615384615,0.75,2.33333333333333,1.78571428571429,1.36,1.44117647058824,1.04081632653061,1.47058823529412,1.33333333333333,0.29,1.55172413793103,2.86666666666667,0.953488372093023,1.09756097560976,1.08888888888889,0.836734693877551,0.886178861788618,1.19266055045872,1.52307692307692,0.914141414141414,1.02762430939227,1.05376344086022,0.785714285714286,1.11688311688312,0.813953488372093,1.27142857142857,0.724719101123595,1.41860465116279,0.792349726775956,0.882758620689655,0.671875,1.48837209302326,1.296875,0.921686746987952,1.11111111111111,0.888235294117647,0.973509933774834,1.06122448979592,0.782051282051282,1.84426229508197,0.911111111111111,1.48292682926829,1.09210526315789,0.677710843373494,0.755555555555556,1.22352941176471
"50","WV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,4.5,0.611111111111111,0,47,0.361702127659574,0.588235294117647,2.2,0.772727272727273,1.58823529411765,1.03703703703704,0.714285714285714,2.2,0.886363636363636,0.641025641025641,2.68,1,0.611940298507463,1.29268292682927,0.339622641509434,0.888888888888889,1.5,2.41666666666667,0.5,0.137931034482759,12.75,0.96078431372549,1.3265306122449,0.292307692307692,1.15789473684211,1.45454545454545,0.625,1.95,0.153846153846154,4.16666666666667,1.08,0.666666666666667
"51","WY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,0.714285714285714,0.6,0,4,0.5,1,1.5,2.66666666666667,1.5,0.5,3,0.611111111111111,0.0909090909090909,10,2.5,0.68,0.941176470588235,0.8125,1.61538461538462,0.571428571428571,1.08333333333333,0.692307692307692,1,1,1.44444444444444,0.692307692307692,1,0.555555555555556,1.4,0.857142857142857,1.33333333333333,1.125,0.444444444444444,1,1,1.25,0.8,1.5,2.83333333333333,0.705882352941177,0.583333333333333,3,0.333333333333333
